user_id,announce_time,location,authenticated_flag,type,forward_num,comment_num,sum,interact_id,interact_content,original_content
1356658417,2019/9/26 0:00,浙江,认证,原创,1,4,5, ,据说是发生在香港[怒][怒][怒]，女孩是真漂亮，心痛！ http://t.cn/AinC4bqy ???, 
5605261407,2019/9/26 0:04,广西 柳州,非认证,转发,1,0,1,6733313882,住房难，就业难，香港贫富两极严重分化的社会矛盾才是问题的关键，而这些矛盾正好被别有用心的港独分子用西方的自由化制度利用了。,香港楼市困境:地难供、海难填、利难分 ?
1759015447,2019/9/26 0:14,江苏,认证,转发,1,1,2,1759015447,回复@风月无边133:按照属人管辖原则，中国法律要惩罚的//@风月无边133:请教一下:香港和大陆没有引渡条例，和果大陆人去香港打死了曱甴而又安全返回大陆，即使香港警察破案了，是不是也逮捕不了大陆人?然而，大陆人会因此案件而受大陆法律审判吗?,#庄律说法# 靖哥哥和蓉妹妹在网上认识，后来产生恋情，两年的网恋，中途靖哥哥和蓉妹妹线下见过一面，已有肌肤之爱。这次，靖哥哥第二次千里迢迢来找蓉妹妹，深夜的夏，蓉妹妹在车站迎接。此前蓉妹妹告诉靖哥哥在大概第三、四个拐角等他，穿的是一身白衣，很好认。靖哥哥走到第三个拐角时，看到一...全文： http://weibo.com/1759015447/I8ABbwwDG
5705180235,2019/9/26 0:42,黑龙江 伊春,非认证,原创,0,1,1, ,【39】【苐2支0亓】HKH姓感持久口红 ?, 
6248295104,2019/9/26 0:49,江苏,认证,原创,0,1,1, ,【39元】第二支0元！HKH法式高端口红，20色可选，你人生的磁吸悬浮口红，多色选择，美丽多变，极度诱惑。总有一个颜色适合你。持久保湿，不易脱色，轻奢品，女神的爱！！已抢162989件！ ?, 
6579089001,2019/9/26 1:11,北京,认证,原创,5,0,5, ,香港街头，女孩吉他弹唱#陈奕迅#经典《Shall We Talk》   http://t.cn/AinCuP8S ?, 
1971117623,2019/9/26 1:27,其他,非认证,原创,120,690,810, ,【快讯】：《香港人权与民主法案》在美国国会外交委员会获得通过，之后提交国会审议表决。按照日程，将在圣诞节前成为法案。 ?, 
1670062537,2019/9/26 5:21,四川,非认证,转发,2,0,2,2150758415,畜生，蟑螂去死，拒绝一切香港废青港独，畜生[弱],矮油，千万不要这货过关 ?
2820236807,2019/9/26 5:45,浙江,认证,原创,6,1,7, ,香港武侠，红颜群像。  http://t.cn/AinNmOdh ?, 
5510746456,2019/9/26 6:59,香港,认证,原创,2,1,3, ,#香港旅拍[超话]# 早安香港??#守护香港##香港特别行政区·铜锣湾[地点]# ?, 
1377458381,2019/9/26 7:40,北京,认证,原创,0,2,2, ,#朱一龙我和我的祖国#  ? #朱一龙2019相伴相守# 七个故事之一《回归》特辑，导演薛晓路特邀回归仪式的升旗手朱涛为影片把关，从各行各业的参与者视角见证香港回归这一历史时刻。杜江、朱一龙饰演升旗手真实还原当时的紧张状态，作为亲历者的惠英红激动谈香港回归：“所有人的命运从那一秒，回归到 ?...全文： http://weibo.com/1377458381/I8FT2r9nU, 
6201718529,2019/9/26 7:42,上海 黄浦区,非认证,原创,0,1,1, ,[胡巴目瞪口呆]【39】【第2支0元】HKH性感持久口红 ?, 
5904699447,2019/9/26 7:57,北京,认证,原创,1,0,1, ,【外交部发言人耿爽就美国国会参众两院外委会 通过“香港人权与民主法案”答记者问】问：据报道，美国国会参众两院外委会刚刚审议通过了“香港人权与民主法案”。请问中方对此有何评论？　　答：9月25日，美国国会参众两院外委会审议通过“香港人权与民主法案”。该案罔顾事实、颠倒黑白，公然为香港...全文： http://weibo.com/5904699447/I8FZW1opT ?, 
5455447319,2019/9/26 8:00,北京,认证,原创,1,0,1, ,#黄家驹音乐网[超话]#      如果黄家驹当年没有离开，现在的香港乐坛，整个音乐界会是怎么样 ?, 
2775499073,2019/9/26 8:05,香港,认证,原创,0,1,1, ,手机装满郑绒后回香港[哪吒委屈][哪吒委屈][哪吒委屈]在下次见到之前就靠这些了 ?, 
1773088207,2019/9/26 8:33,海外 其他,非认证,转发,1,0,1,1899702230,@北极绵冰 @哎呦谁的钱掉了 姐妹[佩奇]//@onecosme:更新一组Chanel2019圣诞限定4色眼影实物图和杂志眼妆,快来品品Chanel 圣诞眼影盘的颜值，尊的吼吼看！！！！香港柜台是 11月1号上市，价格参考：高光粉餅 $555   眼影4色是$515眼影單色是$325  唇膏還是$290 ?
2796443291,2019/9/26 8:34,广东 清远,非认证,转发,1,0,1,3279710155,//@eprom:回复@木七圈:拉黑的冲动油然而生。//@木七圈:没了一个金主，还有几百个后备金主。//@eprom:放了？那是得赶快放，否则他再多话说出是谁给的钱，把金主抓了，香港就乱不下去了。[白眼],【13岁暴徒自爆得了3万元工资 只需喊口号、扔东西、围警署】香港警方早前拘捕一名13岁的小暴徒承认上街有薪水。该名男童于22日在围堵机场中被警方截查，男童无身份证，身上只有学生证，警方在他身上搜出大批价值不菲的物品，包括一支激光笔、10多的防护眼镜、防毒面罩等“装备”，还从他身上搜出4000多 ?...全文： http://weibo.com/3279710155/I8CVDA596
1408624520,2019/9/26 9:11,北京 海淀区,认证,原创,149,269,418, ,香港新世界房地产宣布捐出300万尺农地，用于兴建香港政府公共房屋及发展社会房屋。这家房地产就是郑裕彤家族拥有，也就是周大福。这一轮操作，可以看出郑裕彤家族的觉悟和魄力，这是为祖国70年大庆献礼。这是一个好的开端，就看其他地产商特别是李嘉诚会怎么做了？都说资本主义每个毛孔都留着万恶的血，那就看李城主下一步怎么做了！, 
5581082162,2019/9/26 9:16,其他,认证,原创,1,1,2, ,25日晚十点多又有一个收工休班香港警察被20多个暴徒偷袭，打至头部流血，警察都敢打，天理何在？……20多个打一个人，一群畜牲，会遭报应的，转起#守护香港# ?, 
