user_id,announce_time,location,authenticated_flag,type,forward_num,comment_num,sum,interact_id,interact_content,original_content
3977110878,2019/9/25 14:30,上海,非认证,转发,1,0,1,1887344341,转发微博,美国替代英国深度介入香港事务，将香港摇身变成了一个战场，发动一场以“雇佣军”为主体的“登陆战”，图谋与台湾一起形成“两翼牵制”，配合美国对中国实施正面竞争。如今，美国将这些问题不断扩大化，坐实了其在香港的战略存在，向香港各界施加压力，也对中国政府施加压力。但我们必须明白，在中国...全文： http://weibo.com/1887344341/I8x29f3Uk ?
2632236847,2019/9/25 14:54,广东 深圳,认证,原创,17,77,94, ,【香港中环街头国庆气氛渐浓】国庆临近，9月25日的香港中环街头，港岛迎接国庆的气氛渐浓，许多地方悬挂起庆祝国庆的横幅，高高飘扬的五星红旗格外耀眼。正在重建的香港中环和记大厦重新挂出“热烈庆祝中华人民共和国成立七十周年”的巨型横幅。9月15日，和记大厦原先悬挂的国庆横幅被暴力示威者破坏并焚烧。http://t.cn/AinoeXci, 
6474759414,2019/9/25 14:58,其他,非认证,转发,1,0,1,5347537335,没骨气的巨婴。他们不是说要做外国人的苍蝇、粪便也不做中国人吗？就这没出息的样还想独立香港。垃圾,本来以为黄丝会很有骨气的不去中国大使馆呢[哈哈][哈哈][哈哈] ?
6409241151,2019/9/25 15:06,浙江,认证,原创,0,1,1, ,网友今早拍到的荃湾海滨公园，人家家属都澄清男子死因了，这是对死者的二次伤害。。。图：忙碌的嘎嘎#守护香港 止暴制乱# ????#央视主播告诉你爱国最好的打开方式# ????, 
7268415179,2019/9/25 15:20,广东 梅州,非认证,原创,2,0,2, ,#香港警察[超话]# http://t.cn/AinKhQW1 ?, 
5715818377,2019/9/25 15:21,江苏,非认证,转发,0,3,3,6100124216,@江南桶王 皮特你的机会来了,官宣：LMS成为历史！LMS与LST合并为PCS赛区台港澳职业联赛（LMS）将和东南亚职业联赛（LST）合并为一个全新的联合联赛，新的赛区将包括台湾、香港、澳门、泰国、菲律宾、印尼、马来西亚、新加坡战队。#英雄联盟# ?
2342996721,2019/9/25 15:38,其他,非认证,原创,0,1,1, ,【S9专题】2019英雄联盟全球总决赛 每日整活 每位英雄联盟的职业队员基本都一定有想进lol职业最高舞台--英雄联盟全球总决赛的梦想。下面盘点各国/地区（限五大赛区）第一次参加全球总决赛的队员们。 【注：每队仅考虑最可能成为s9首发的五名队员】 中国(大陆)（5） 上单：Langx（RNG） 打野：Tian（FPX）、Leyan（IG） 下路：Lwx（FPX） 辅助：Crisp（FPX） 韩国（17） 上单：Doran（GRF）、Nuguri（DWG）、GimGoon（FPX） 打野：Clid（SKT）、Tarzan（GRF）、Canyon（DWG）、Lira（CG） 中单：Chovy（GRF）、ShowMaker（DWG）、Doinb（FPX） 下路：Teddy（SKT）、Viper（GRF）、Nuclear（DWG）、Rainbow（AHQ） 辅助：Effort（SKT）、Lehends（GRF）、BeryL（DWG） 斯洛文尼亚（1） 中单：Nemesis（FNC） 匈牙利（1） 上单：Vizicsacsi（SPY） 罗马尼亚（1） 打野：Xerxe（SPY） 捷克（1） 中单：Humanoid（SPY） 挪威（1） 辅助：Norskeren（SPY） 比利时（1） 中单：Nisqy（C9） 美国（1） 中单：Damonte（CG） 加拿大（1） 辅助：Vulcan（CG） 中国台北（8） 上单：Rest（JT）、3z（HKA） 打野：Hana（JT）、Alex（AHQ） 中单：FoFo（JT）、Apex（AHQ） 下路：Lilv（JT） 辅助：Ysera（AHQ）  期待他们在s9总决赛上的表现！  #2019全球总决赛##英雄联盟S9#, 
3630093854,2019/9/25 15:57,海外 日本,非认证,原创,102,4,106, ,#重岡大毅# 【学院赏投票】地址：http://t.cn/AinKbHG9ドラマ別（NHK総合）→これは経費で落ちません！→助演男優賞 重岡大毅（山田太陽役）其他都可以投同剧的，主演男优随便选一个就好！Safari的プライベート（无痕模式）关了页面可以重复投票??电脑的无痕模式应该也????上一次草莓之夜出演一集记者票进了前五！这次要努力拿下提名啊小太阳??这么可爱！！[可憐][可憐][可憐][可憐][可憐][可憐][可憐][可憐][可憐][可憐][可憐][可憐]10/15截止！！, 
6996958193,2019/9/25 16:01,北京,认证,原创,0,1,1, ,直接拍两份！香港斧镖止疼贴共72贴   【9.9】 #好物推荐##我也想当锦鲤# [给力]![给力]![给力][给力][给力][给力][给力]  ?, 
5347537335,2019/9/25 16:27,其他,认证,原创,18,41,59, ,香港不是法律大，而是暴徒大！ ?, 
