1001277790,98,5300.75377,4.07835,109.93028,3.82251E-05,0.001,5,1
1002937771,75,83.34443,0.43849,46.10239,1.90602E-05,0.001,3,2.66667
1004853823,445,10724.52685,4.47259,373.36977,0.000127801,0.005,13,1
1006550592,219,1093.82837,12.06249,187.84635,5.79963E-05,0.002,10,1
1010903745,288,5535.29934,2.04627,219.12696,7.95801E-05,0.003,11,2
1014917495,24,28767.16667,6.16592,174.01697,0.000154668,0.002,3,1.66667
1017668561,461,8049.33715,3.21556,355.4198,0.000125759,0.004,14,1
1019494237,67,650.56821,0.58465,67.79643,1.73608E-05,0.001,4,1
1023925181,128,1158.45279,6.28246,95.77908,0.000034009,0.001,6,1
1025742561,4,0,1.02152,30.20241,1.2614E-06,0,1,1.83333
1025911070,35,3589.93394,3.49707,126.68116,2.16015E-05,0.001,5,1
1025994511,87,973.51011,5.31385,130.89532,2.35083E-05,0.001,6,1
1026596364,252,980.15536,1.31546,139.45841,6.47409E-05,0.002,8,1
1030018357,19,28.37581,1.04993,36.22825,4.7524E-06,0,2,1
1032063592,82,207.96212,0.58465,62.6837,2.08893E-05,0.001,4,12.83333
1033758830,174,1123.43944,0.87697,91.35319,4.49177E-05,0.001,6,26.66667
1033771023,299,4434.74813,5.77195,324.45086,8.04815E-05,0.004,12,1
1035479352,6,0,8.79129,56.68906,9.9276E-06,0.001,3,1
1035933493,2,0,8.01991,54.5564,8.9689E-06,0,2,1.83333
1036663592,29,10.45109,1.78485,59.8971,7.4504E-06,0.001,3,1
1038967860,215,1000.35152,1.02313,105.90785,5.52948E-05,0.001,7,1
103984,115,752.57514,1.02313,112.52576,2.96373E-05,0.001,7,2.83333
1039916297,151,3060.06454,6.48373,258.94303,0.000042602,0.003,8,1
1040163605,14,0,0.14616,15.80848,0.000003349,0,1,97
1040731452,543,13515.55484,13.60657,700.66087,0.00015761,0.007,13,989.5
1043848755,205,441.1814,1.02313,106.86936,5.25173E-05,0.001,7,1
1043849843,58,363.65733,2.4433,94.58693,1.50395E-05,0.001,5,1
1044918365,9,0,2.51522,21.22873,3.3949E-06,0,1,1
1044932114,241,3740.05514,1.66168,255.42039,6.49318E-05,0.003,11,7.5
1045269490,318,11459.15466,2.68598,387.36747,0.000102189,0.004,10,111.66667
1045678793,252,5438.21202,1.92969,205.38179,7.08927E-05,0.003,10,2.16667
1046240787,114,372.58112,0.73081,77.79469,2.91594E-05,0.001,5,1
1046485715,145,2322.26919,1.46162,178.53742,3.91423E-05,0.002,7,2.33333
1048733260,29,6.58333,2.75233,169.32252,7.7996E-06,0.001,3,1
1048887772,148,424.65517,0.73081,75.7575,3.78947E-05,0.001,5,1
1048994080,65,30.8862,0.43849,46.51879,1.64833E-05,0.001,3,1
1050227520,4,4799,0.29232,108.90201,0.0000259,0,1,1
1051292340,135,618.3349,3.02313,137.3414,3.48001E-05,0.002,8,1.66667
1052360922,162,9781.20816,1.46162,194.56599,6.70379E-05,0.002,7,1.33333
1052404565,73,5010.83665,0.73081,113.65208,3.27805E-05,0.001,4,1
1052819080,137,534.94679,0.73081,76.76249,0.000035119,0.001,5,1
1054861732,125,2763.09126,0.87697,99.42605,3.52311E-05,0.001,5,1
1058621280,40,141.79967,0.58465,70.82591,1.00863E-05,0.001,4,1
1059301790,5,7.82383,1.61716,45.03471,1.9671E-06,0,2,1
1060682921,151,1195.07094,0.87697,95.1327,3.91361E-05,0.001,5,1
1061213001,245,1599.38487,1.46162,156.472,6.33275E-05,0.002,9,11.33333
1062623637,249,4219.10111,1.60778,171.05003,6.77049E-05,0.002,9,3
1062752071,147,1203.87761,1.02313,113.86701,3.81356E-05,0.001,6,3
1063417971,198,6078.04779,1.75394,194.26973,0.00006036,0.002,9,1.66667
1065618283,83,29.99832,3.28309,84.47289,2.14134E-05,0.001,6,2.16667
1066324537,73,6092.55382,0.73081,124.94957,0.00003773,0.001,3,34.83333
1067254393,123,1093.99243,4.63822,186.1048,3.23603E-05,0.002,8,1
1067314604,81,157.82294,0.43849,45.72453,2.06159E-05,0.001,3,1
1067968100,188,3454.653,1.31546,145.32506,5.15957E-05,0.002,8,1.5
1068110634,119,1441.57163,1.02313,115.06731,3.13659E-05,0.001,6,2.83333
1068246700,70,710.52233,8.81204,169.30068,2.06862E-05,0.002,4,1
1069393845,61,532.52902,1.10676,67.45709,1.57541E-05,0.001,4,1
1071006415,32,0,2.78602,40.29275,8.5325E-06,0.001,3,1
1073553965,65,264.84988,0.58465,61.40247,0.000016549,0.001,4,1
1074273855,2,0,3.03017,52.29621,0.000003294,0,2,1.33333
1074974723,160,2821.99468,1.1693,128.02862,4.36616E-05,0.002,7,6.16667
1075317610,155,1709.45115,1.02313,108.89439,4.06923E-05,0.001,7,1
1076834657,131,242.56433,0.73081,77.35112,3.34834E-05,0.001,5,1.16667
1079003352,38,395.64779,0.58465,75.58591,9.7792E-06,0.001,3,13.83333
1079559432,231,7759.89322,1.46162,179.49457,7.24301E-05,0.002,7,1
1079696790,120,219.94065,0.58465,60.63737,0.000030651,0.001,4,1
1080645685,73,102.12067,1.29232,50.63715,1.85925E-05,0.001,3,1
1080805430,174,1253.31318,1.02313,107.13544,4.50216E-05,0.001,7,1.33333
1081273845,273,5690.62728,1.90011,204.68546,7.63586E-05,0.003,11,1
1083178523,41,153.99557,0.87697,103.06943,1.03693E-05,0.001,5,1
1083372685,107,56.73469,0.43849,45.49076,2.72852E-05,0.001,3,5.16667
1084093810,735,19029.42932,4.0502,582.60808,0.000213791,0.007,15,1
1085304765,100,1774.48869,0.87697,102.48633,2.72365E-05,0.001,5,1
1086233511,123,653.08952,0.87697,91.17322,3.16048E-05,0.001,6,1
1087763123,44,335.91701,0.58465,65.18754,1.12333E-05,0.001,4,2.33333
1088217215,154,3910.42953,1.1693,124.54221,4.46723E-05,0.002,7,6.5
1088725894,226,1824.66407,1.31546,139.11127,5.86932E-05,0.002,8,5.33333
1088767562,174,2123.98404,1.46162,162.35287,4.59777E-05,0.002,8,1
1089227282,34,4754.85054,0.73081,124.95177,2.70312E-05,0.001,3,1
1089245190,63,268.64258,0.58465,61.85119,1.60384E-05,0.001,4,1.5
1089314290,93,478.1869,3.10558,101.56411,2.40633E-05,0.001,6,1
1089451005,96,205.3572,0.58465,61.65268,0.000024484,0.001,4,1
1092785713,74,208.33665,0.58465,61.59711,1.88354E-05,0.001,4,1
1093108670,6,0,6.20137,46.93409,7.0141E-06,0.001,3,1
1093276892,40,32.89714,0.58465,65.96001,1.00586E-05,0.001,4,1.16667
1093375873,61,1329.17191,0.73081,88.12419,1.70481E-05,0.001,4,2.5
1093974672,151,1349.22196,4.09342,194.47702,3.95362E-05,0.002,8,1
1094627834,65,1060.26749,2.28016,132.65138,1.76153E-05,0.002,5,75
1094954164,118,848.36027,5.28191,156.79474,3.10205E-05,0.002,7,1.5
1095240537,156,2665.16036,2.31663,155.34705,4.24653E-05,0.002,7,2.66667
1096530647,135,299.9718,0.73081,79.08203,3.45236E-05,0.001,5,1
1097106961,203,737.48856,1.31546,139.84023,0.000052112,0.002,9,1.5
1097153822,499,18357.93554,3.94637,461.08357,0.000161393,0.005,14,1
1097335564,76,360.26336,0.43849,45.61926,1.94103E-05,0.001,3,1
1098173713,37,77.97392,11.13469,58.98777,1.55802E-05,0.001,4,24.16667
1099273193,792,13307.76163,383.09879,1030.28553,0.000486351,0.01,8,1
1101928651,6,0,1.78485,51.8309,3.52427E-05,0.001,3,3.5
1102309111,298,8136.2014,2.33859,259.30975,9.47495E-05,0.003,11,1
1102521385,174,1199.10619,1.1693,123.58974,5.70675E-05,0.002,8,1
1103147195,13,0,1.4316,42.50473,3.53358E-05,0.001,3,1
1105989411,29,0,0.14616,15.14382,0.000035899,0,1,1.33333
1108242961,201,4277.17447,2.96103,203.14945,6.64869E-05,0.002,9,1
1108728230,124,1020.761,0.87697,93.15891,4.76228E-05,0.001,6,1.16667
1108848464,16,1600.16667,0.58465,102.95928,3.64235E-05,0.001,3,1
1110840514,52,66.8787,0.29232,30.7839,3.75387E-05,0,2,968.5
1111681197,598,20282.56693,4.82335,532.58754,0.000191011,0.007,14,1245.66667
1112928761,6550,316901.2261,162.36596,5921.86295,0.002239748,0.058,15,3.33333
1114141955,127,587.07811,0.87697,101.42741,4.79251E-05,0.001,5,1
1114448242,34,0,1.4316,46.24691,3.62115E-05,0.001,3,1
1114479790,137,155.93103,0.73081,76.59243,4.95975E-05,0.001,5,1
1115118971,120,1484.95236,0.87697,96.00553,4.73069E-05,0.001,5,1
1117069645,13,5.76453,1.40319,40.48128,3.53344E-05,0,2,1.16667
1120663884,35,1347.95812,0.43849,61.48121,3.69676E-05,0.001,3,1.5
1131481574,53,94.8935,52.79285,47.83095,0.000070762,0.001,3,1.5
1132428807,31,151.7527,109.45315,88.1812,0.000129444,0.001,4,1
1132586623,110,852.19455,0.73081,76.27463,4.52103E-05,0.001,5,1
1133843403,82,331.71661,0.58465,63.16884,4.09182E-05,0.001,4,1
1134606961,119,262.14126,0.58465,60.68483,4.64682E-05,0.001,4,1
1135911342,190,1585.53487,1.1693,122.74114,6.05804E-05,0.002,8,1
1138776024,72,1072.13065,0.73081,85.8575,0.000040056,0.001,4,1
1138842391,74,139.12422,0.58465,63.68523,3.98773E-05,0.001,4,1.33333
1140825673,11,19.221,1.78485,61.97844,3.53141E-05,0.001,3,1
1141308414,132,5070.3688,1.31546,155.81726,5.58552E-05,0.002,6,3
1142648704,168,1168.70343,9.95558,285.80436,5.69742E-05,0.003,6,1
1143594227,101,52.01809,0.58465,61.3231,4.35685E-05,0.001,4,1
1145731012,295,5293.36732,2.04627,214.58273,8.80544E-05,0.003,11,4.5
1146583824,152,964.53825,4.54172,207.82495,5.28812E-05,0.003,8,8.66667
1146701982,104,374.75396,1.10676,68.10702,4.40866E-05,0.001,4,1
1147071504,163,720.01778,1.1693,125.82019,5.46511E-05,0.002,7,1
1147298365,114,261.69853,0.87697,95.13917,0.000045646,0.001,6,1
1149956613,39,48.03111,11.08655,80.36065,3.85841E-05,0.001,5,2
1150434204,127,3745.19137,1.02313,135.88073,5.19141E-05,0.001,5,1
1154288632,107,290.36718,0.73081,77.53603,4.45256E-05,0.001,5,1
1154814715,5,0,3.36906,17.26703,3.53781E-05,0,1,1.33333
1155067225,74,698.84832,2.50994,107.78574,4.01415E-05,0.001,5,1.66667
1155179430,136,879.29879,0.73081,76.79269,0.00004964,0.001,5,1
